filename,size_mb,path
dec12_18features.csv,371.71,C:\Users\Public\AWS Cloudtrails Dataset from flaws.cloud\dec12_18features.csv
nineteenFeaturesDf.csv,388.78,C:\Users\Public\AWS Cloudtrails Dataset from flaws.cloud\nineteenFeaturesDf.csv
